query,intent,predicted_intent,is_match
what's the weather today,chit_chat,chit_chat,1
blip blop treadmill kiwi,chit_chat,chit_chat,1
help my app is frozen,chit_chat,chit_chat,1
thanks that's all,chit_chat,chit_chat,1
find a cheaper version of this hoodie and sneakers to go with it fast,composite_intent,composite_intent,1
same leggings in espresso and a bra that works with them,composite_intent,composite_intent,1
lookalikes of this tennis dress in black,composite_intent,similar_items,0
need this track jacket in red plus shorts to wear with it,composite_intent,composite_intent,1
budget dupe for this set in sage,composite_intent,similar_items,0
do you have this skort in white to match my zip hoodie,composite_intent,composite_intent,1
cheaper joggers like these and a tee to style with them,composite_intent,composite_intent,1
show a similar sports bra in cobalt and leggings for it,composite_intent,composite_intent,1
alternate for this windbreaker plus a cap that goes with it,composite_intent,composite_intent,1
this exact romper in navy and shoes for the full look now,composite_intent,composite_intent,1
bump-friendly ribbed maxi skirt,similar_items,similar_items,1
dupe for this maternity jumpsuit,similar_items,similar_items,1
comfy preggo leggings,similar_items,similar_items,1
cheap alt for this nursing hoodie,similar_items,similar_items,1
stretchy belly band jeans,similar_items,similar_items,1
lookalike bumpcon dress,similar_items,similar_items,1
maternity biker shorts,similar_items,similar_items,1
soft mama tank dupe,similar_items,similar_items,1
oversized bump sweatshirt,similar_items,similar_items,1
replacement for this belly-support swimsuit,similar_items,similar_items,1
"what jacket goes with this bump dress, bestie",graph_pairing,graph_pairing,1
shoes to wear with maternity overalls,graph_pairing,graph_pairing,1
cute layers for this nursing cami,graph_pairing,graph_pairing,1
what do I pair with these preggo flare pants,graph_pairing,graph_pairing,1
accessories for a maternity photoshoot fit,graph_pairing,graph_pairing,1
tops to go with this belly panel skirt,graph_pairing,graph_pairing,1
boots that vibe with this mama midi dress,graph_pairing,graph_pairing,1
cardigan options for this nursing dress,graph_pairing,graph_pairing,1
what to wear over this bump bodysuit,graph_pairing,graph_pairing,1
bag ideas for this postpartum-friendly outfit,graph_pairing,graph_pairing,1
got this in sage or nah,color_variant,color_variant,1
same maternity tee in charcoal pls,color_variant,color_variant,1
pink version of this bump dress,color_variant,color_variant,1
do yall have it in cocoa,color_variant,color_variant,1
white colorway for this nursing bra,color_variant,color_variant,1
lemme see this in lilac,color_variant,color_variant,1
need the olive shade,color_variant,color_variant,1
this belly band in beige,color_variant,color_variant,1
cream one pls,color_variant,color_variant,1
any mauve option,color_variant,color_variant,1
yo mama mode activated,chit_chat,chit_chat,1
heyyy what’s good,chit_chat,chit_chat,1
where my package at tho,chit_chat,chit_chat,1
is it raining today or what,chit_chat,chit_chat,1
lol my ankles are fighting me,chit_chat,chit_chat,1
bruhhh,chit_chat,chit_chat,1
can I change my shipping address,chit_chat,chit_chat,1
blob wobble pickle glam,chit_chat,chit_chat,1
refund update pls,chit_chat,chit_chat,1
find me a dupe of this maternity blazer but make it espresso,composite_intent,composite_intent,1
cheaper version of this bump dress and heels that go with it,composite_intent,composite_intent,1
got this nursing top in teal and what pants would eat with it,composite_intent,graph_pairing,0
show lookalikes for these maternity joggers plus a jacket to style with them,composite_intent,composite_intent,1
same belly-support leggings in burgundy and sneakers to match,composite_intent,composite_intent,1
need a less pricey dupe for this mama coat in ivory,composite_intent,similar_items,0
find similar nursing dresses and a cute cardigan to wear over one,composite_intent,composite_intent,1
black version of this maternity romper and sandals that look fire with it,composite_intent,composite_intent,1
"lookalike bump swimsuit but in cobalt, plus a coverup rec",composite_intent,composite_intent,1
dupe for this postpartum set and a tote to pair with it,composite_intent,composite_intent,1
gauze mini sundress,similar_items,similar_items,1
smocked midi frock,similar_items,similar_items,1
cheap dupe pls,similar_items,similar_items,1
strappy beach dress alt,similar_items,similar_items,1
cotton tiered dress copy,similar_items,similar_items,1
floral slip dress twin,similar_items,similar_items,1
airy babydoll dress,similar_items,similar_items,1
milkmaid sundress dupe,similar_items,similar_items,1
low price maxi dress,similar_items,similar_items,1
ruffle hem summer dress,similar_items,similar_items,1
shoes w this sundress pls,graph_pairing,graph_pairing,1
bag for this lil dress,graph_pairing,graph_pairing,1
what sandals go w it,graph_pairing,graph_pairing,1
jacket over this maxi?,graph_pairing,graph_pairing,1
cute hat to wear w this,graph_pairing,graph_pairing,1
jewelry for this floral dress,graph_pairing,graph_pairing,1
cardigan that goes w this,graph_pairing,graph_pairing,1
heels to pair w the sundress,graph_pairing,graph_pairing,1
what clutch works w this,graph_pairing,graph_pairing,1
belt for this loose dress,graph_pairing,graph_pairing,1
white one pls,color_variant,color_variant,1
same in coral?,color_variant,color_variant,1
got this in mint,color_variant,color_variant,1
yellow version,color_variant,color_variant,1
any sky blue color,color_variant,color_variant,1
make it peach,color_variant,color_variant,1
sage shade?,color_variant,color_variant,1
this but lavender,color_variant,color_variant,1
orange colorway pls,color_variant,color_variant,1
cream available?,color_variant,color_variant,1
sup lol,chit_chat,chit_chat,1
my pkg where,chit_chat,chit_chat,1
tracking not moving,chit_chat,chit_chat,1
is it hot today,chit_chat,chit_chat,1
blah blah dress goblin,chit_chat,chit_chat,1
return label help,chit_chat,chit_chat,1
cheaper sundress like this and flats to wear w it,composite_intent,composite_intent,1
"same vibe dress but pink, plus what bag",composite_intent,composite_intent,1
dupe of this maxi in teal pls,composite_intent,composite_intent,1
this dress in green and sandals that go,composite_intent,composite_intent,1
"find lookalike but shorter, and earrings for it",composite_intent,composite_intent,1
budget version in black w wedges too,composite_intent,composite_intent,1
similar linen dress and a belt to style it,composite_intent,composite_intent,1
red color of this plus shoes for dinner,composite_intent,composite_intent,1
copy of this sundress in ivory and a cute purse,composite_intent,composite_intent,1
"alt dress like this for less, maybe blue, and necklace",composite_intent,composite_intent,1
crochet kimono,similar_items,similar_items,1
dupe for this fringe vest,similar_items,similar_items,1
cheaper alt for this peasant blouse,similar_items,similar_items,1
flowy prairie maxi,similar_items,similar_items,1
lookalike suede ankle boots,similar_items,similar_items,1
replacement for this tassel bag,similar_items,similar_items,1
embrodiered tunic top,similar_items,similar_items,1
budget version of this patchwork skirt,similar_items,similar_items,1
boho flare pants,similar_items,similar_items,1
similar to this beaded headband,similar_items,similar_items,1
what sandals go with this crochet dress,graph_pairing,graph_pairing,1
layering pieces for this cami pls,graph_pairing,graph_pairing,1
jewelry to wear with this peasant top,graph_pairing,graph_pairing,1
which bag fits this boho outfit,graph_pairing,graph_pairing,1
need a jacket for this maxi skirt,graph_pairing,graph_pairing,1
hats that work with this look,graph_pairing,graph_pairing,1
boots to pair w this floral midi,graph_pairing,graph_pairing,1
what can i style with this fringe kimono,graph_pairing,graph_pairing,1
accsories for these wide leg pants,graph_pairing,graph_pairing,1
top to go with this tiered boho skirt,graph_pairing,graph_pairing,1
got this in rust?,color_variant,color_variant,1
same dress in ivory plz,color_variant,color_variant,1
olive version?,color_variant,color_variant,1
can i see it in tan,color_variant,color_variant,1
this but teal,color_variant,color_variant,1
do u have the shawl in cream,color_variant,color_variant,1
mustard one maybe,color_variant,color_variant,1
show me the brown colorway,color_variant,color_variant,1
is there a sage option for this,color_variant,color_variant,1
"same vest, dusty rose",color_variant,color_variant,1
wheres my order at,chit_chat,chit_chat,1
the app is laggy lol,chit_chat,chit_chat,1
its raining here agh,chit_chat,chit_chat,1
can u track my package,chit_chat,chit_chat,1
boho schmoboho haha,chit_chat,chit_chat,1
skrrt moon cactus,chit_chat,chit_chat,1
gm bestie,chit_chat,chit_chat,1
why is shipping so slowww,chit_chat,chit_chat,1
find a cheaper dupe for this crochet top n what skirt goes w it,composite_intent,composite_intent,1
same bag but in wine red and sandals for it too,composite_intent,composite_intent,1
lookalikes of this kimono in beige pls,composite_intent,composite_intent,1
do u have this blouse in black to wear with these flare jeans,composite_intent,composite_intent,1
budget version of this suede boot and a jacket that works w it,composite_intent,composite_intent,1
show me a rust color one like this dress plus jewelry ideas,composite_intent,composite_intent,1
similar skirt to this but darker green,composite_intent,similar_items,0
need a cheaper alt for this fringe purse in tan,composite_intent,composite_intent,1
is there this exact vest in cream and what hat matches,composite_intent,composite_intent,1
dupe for these ankle boots and a maxi to style w them,composite_intent,composite_intent,1
hooded rain jacket,similar_items,similar_items,1
rubber rain boots,similar_items,similar_items,1
wide brim rain hat,similar_items,similar_items,1
water resistant tote,similar_items,similar_items,1
umbrella with vented canopy,similar_items,similar_items,1
slicker jacket,similar_items,similar_items,1
galosh boots,similar_items,similar_items,1
quick dry rain pants,similar_items,similar_items,1
